epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,347.409,0.7452,0.35058,0.00214,0.9187,0.95971,0.9787,0.81566,0.67373,0.31941,0.00303,0.0008912,0.0008912,0.0008912
58,353.326,0.73422,0.34352,0.00207,0.95423,0.91633,0.97617,0.82085,0.67336,0.34704,0.00295,0.0008714,0.0008714,0.0008714
59,359.228,0.75412,0.33734,0.00216,0.94115,0.93736,0.97642,0.81565,0.67414,0.32666,0.00302,0.0008516,0.0008516,0.0008516
60,365.152,0.7396,0.32502,0.00205,0.94602,0.94505,0.98247,0.82707,0.66352,0.31392,0.00295,0.0008318,0.0008318,0.0008318
61,371.092,0.74471,0.33569,0.00202,0.95504,0.93382,0.98325,0.81376,0.68149,0.32936,0.00299,0.000812,0.000812,0.000812
62,377.008,0.74895,0.32554,0.00207,0.9156,0.95372,0.97538,0.80704,0.70179,0.33973,0.00311,0.0007922,0.0007922,0.0007922
63,382.911,0.78762,0.34148,0.00224,0.94196,0.95126,0.98193,0.82475,0.66257,0.32013,0.00293,0.0007724,0.0007724,0.0007724
64,388.835,0.72219,0.32456,0.00206,0.94847,0.93956,0.98141,0.82142,0.66769,0.32385,0.00295,0.0007526,0.0007526,0.0007526
65,394.747,0.73397,0.33399,0.00208,0.9567,0.93223,0.98318,0.8236,0.67626,0.32015,0.00301,0.0007328,0.0007328,0.0007328
66,400.666,0.71722,0.3204,0.00199,0.92985,0.94683,0.97768,0.81824,0.66867,0.34496,0.00303,0.000713,0.000713,0.000713
67,406.562,0.71242,0.31597,0.00208,0.92937,0.93956,0.97472,0.8155,0.6656,0.36132,0.003,0.0006932,0.0006932,0.0006932
68,412.48,0.71288,0.31426,0.00202,0.94471,0.93407,0.97681,0.81957,0.6774,0.33495,0.00298,0.0006734,0.0006734,0.0006734
69,418.394,0.73151,0.32054,0.00215,0.95419,0.95363,0.9785,0.82156,0.6777,0.31109,0.00301,0.0006536,0.0006536,0.0006536
70,424.3,0.72928,0.31924,0.00209,0.92633,0.95971,0.97825,0.8252,0.65841,0.31277,0.00294,0.0006338,0.0006338,0.0006338
71,430.231,0.72571,0.33533,0.00208,0.94907,0.95559,0.98063,0.81755,0.68748,0.29231,0.00306,0.000614,0.000614,0.000614
72,436.196,0.67909,0.2981,0.00187,0.96727,0.92011,0.97968,0.82326,0.65151,0.3164,0.00292,0.0005942,0.0005942,0.0005942
73,442.152,0.69663,0.32318,0.00194,0.95595,0.95392,0.98277,0.82732,0.65904,0.29926,0.00293,0.0005744,0.0005744,0.0005744
74,448.082,0.69847,0.31528,0.00192,0.94582,0.95913,0.98274,0.82905,0.64108,0.29838,0.00286,0.0005546,0.0005546,0.0005546
75,453.991,0.7115,0.30996,0.00199,0.9667,0.94689,0.98376,0.83786,0.63467,0.28338,0.00282,0.0005348,0.0005348,0.0005348
76,459.915,0.70039,0.304,0.00194,0.95216,0.95421,0.98218,0.83259,0.64657,0.30447,0.00285,0.000515,0.000515,0.000515
77,465.811,0.67606,0.30979,0.00191,0.94963,0.94505,0.98018,0.83754,0.61864,0.30041,0.00275,0.0004952,0.0004952,0.0004952
78,471.721,0.67559,0.29718,0.00185,0.95202,0.94494,0.98024,0.8289,0.64498,0.31556,0.00287,0.0004754,0.0004754,0.0004754
79,477.629,0.70483,0.31348,0.00199,0.95184,0.95604,0.98114,0.82456,0.65496,0.29628,0.00294,0.0004556,0.0004556,0.0004556
80,483.558,0.69004,0.3001,0.0019,0.94085,0.95421,0.98317,0.83688,0.63347,0.29357,0.00283,0.0004358,0.0004358,0.0004358
81,489.478,0.65902,0.27879,0.00183,0.94651,0.94322,0.98265,0.83235,0.64453,0.2951,0.00291,0.000416,0.000416,0.000416
82,495.396,0.66528,0.28291,0.00183,0.95242,0.95331,0.98094,0.83988,0.63263,0.29558,0.00283,0.0003962,0.0003962,0.0003962
83,501.305,0.69385,0.28974,0.00193,0.95923,0.94809,0.9815,0.84064,0.61407,0.29443,0.00276,0.0003764,0.0003764,0.0003764
84,507.241,0.68437,0.29394,0.00191,0.95603,0.95238,0.97956,0.83016,0.64895,0.29987,0.00288,0.0003566,0.0003566,0.0003566
85,513.166,0.67351,0.29522,0.00189,0.95065,0.95971,0.98349,0.84181,0.62456,0.28363,0.00277,0.0003368,0.0003368,0.0003368
86,519.33,0.6703,0.2905,0.00189,0.94809,0.96154,0.98272,0.83771,0.64178,0.29261,0.0028,0.000317,0.000317,0.000317
87,525.371,0.70123,0.31014,0.00198,0.95795,0.95971,0.98343,0.83255,0.6452,0.29403,0.00284,0.0002972,0.0002972,0.0002972
88,531.292,0.64363,0.27711,0.00179,0.95406,0.94689,0.98494,0.84766,0.60917,0.28197,0.0027,0.0002774,0.0002774,0.0002774
89,537.231,0.66744,0.30061,0.00184,0.95391,0.95421,0.98513,0.84224,0.62425,0.30218,0.00277,0.0002576,0.0002576,0.0002576
90,543.144,0.64306,0.28218,0.0018,0.94215,0.95452,0.98459,0.84502,0.60887,0.30009,0.00272,0.0002378,0.0002378,0.0002378
91,549.606,0.57467,0.24105,0.00185,0.95588,0.95235,0.98175,0.82473,0.68667,0.30438,0.00306,0.000218,0.000218,0.000218
92,555.427,0.55746,0.22594,0.00179,0.95974,0.94505,0.98101,0.83726,0.63345,0.28686,0.00286,0.0001982,0.0001982,0.0001982
93,561.22,0.54762,0.22577,0.00175,0.95936,0.95238,0.98277,0.84503,0.63344,0.28126,0.00284,0.0001784,0.0001784,0.0001784
94,567.018,0.55273,0.22016,0.00179,0.94839,0.94872,0.98034,0.84117,0.64239,0.29895,0.00287,0.0001586,0.0001586,0.0001586
95,572.797,0.53814,0.2175,0.00172,0.95928,0.94913,0.98219,0.84015,0.63979,0.29697,0.00283,0.0001388,0.0001388,0.0001388
96,578.605,0.54786,0.2259,0.00174,0.95863,0.95238,0.98297,0.84494,0.62177,0.29432,0.00277,0.000119,0.000119,0.000119
97,584.382,0.54315,0.2151,0.00174,0.95059,0.95128,0.9823,0.83975,0.63859,0.29326,0.00284,9.92e-05,9.92e-05,9.92e-05
98,590.164,0.53208,0.21598,0.00168,0.95092,0.95055,0.98261,0.8451,0.62364,0.28866,0.00277,7.94e-05,7.94e-05,7.94e-05
99,595.929,0.52849,0.20865,0.00166,0.95512,0.95238,0.98281,0.84446,0.62327,0.29121,0.00278,5.96e-05,5.96e-05,5.96e-05
100,601.699,0.53925,0.2194,0.00173,0.94997,0.95788,0.98291,0.84533,0.62502,0.28995,0.00278,3.98e-05,3.98e-05,3.98e-05
