epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,535.038,0.78279,0.33647,0.00268,0.9541,0.93634,0.98226,0.80636,0.78286,0.30705,0.00458,0.0005942,0.0005942,0.0005942
73,542.271,0.75137,0.33014,0.00269,0.96214,0.95195,0.98713,0.80947,0.77784,0.29578,0.00458,0.0005744,0.0005744,0.0005744
74,549.566,0.75135,0.32163,0.00258,0.95746,0.94628,0.985,0.80379,0.78063,0.30583,0.00458,0.0005546,0.0005546,0.0005546
75,556.81,0.75248,0.31535,0.00252,0.96061,0.95345,0.98807,0.80774,0.79234,0.28187,0.00471,0.0005348,0.0005348,0.0005348
76,564.031,0.75121,0.31476,0.00258,0.95007,0.95495,0.98803,0.8126,0.74967,0.26945,0.00419,0.000515,0.000515,0.000515
77,571.282,0.75784,0.32513,0.00256,0.9649,0.95345,0.98648,0.78885,0.85806,0.29991,0.00516,0.0004952,0.0004952,0.0004952
78,578.533,0.74227,0.31568,0.00257,0.96332,0.94895,0.98662,0.82171,0.76044,0.2852,0.00443,0.0004754,0.0004754,0.0004754
79,585.856,0.75996,0.31577,0.00264,0.96226,0.9571,0.98779,0.81979,0.7603,0.26778,0.00443,0.0004556,0.0004556,0.0004556
80,593.103,0.74845,0.3062,0.00252,0.95964,0.95195,0.98715,0.82026,0.77485,0.29434,0.00455,0.0004358,0.0004358,0.0004358
81,600.373,0.72151,0.29852,0.00248,0.9649,0.94939,0.98623,0.82426,0.77559,0.28431,0.00458,0.000416,0.000416,0.000416
82,607.629,0.73757,0.31365,0.00255,0.95281,0.95946,0.9862,0.81664,0.77157,0.28386,0.00458,0.0003962,0.0003962,0.0003962
83,614.951,0.72972,0.30701,0.00238,0.97065,0.94341,0.98579,0.8229,0.77579,0.28134,0.00459,0.0003764,0.0003764,0.0003764
84,622.17,0.748,0.32417,0.00255,0.93882,0.96767,0.98603,0.80966,0.81215,0.29028,0.00483,0.0003566,0.0003566,0.0003566
85,629.458,0.71332,0.29313,0.00249,0.95329,0.94895,0.98475,0.81804,0.78554,0.29573,0.0047,0.0003368,0.0003368,0.0003368
86,636.713,0.71669,0.30059,0.00246,0.96921,0.94532,0.98709,0.8179,0.79366,0.28153,0.00478,0.000317,0.000317,0.000317
87,644.007,0.71307,0.29587,0.00246,0.96382,0.94595,0.98836,0.81667,0.79753,0.28271,0.00478,0.0002972,0.0002972,0.0002972
88,651.223,0.71426,0.29867,0.00239,0.95318,0.94753,0.98569,0.80872,0.80871,0.29667,0.0048,0.0002774,0.0002774,0.0002774
89,658.459,0.71266,0.30865,0.00245,0.94392,0.96045,0.98652,0.82097,0.78983,0.28267,0.00484,0.0002576,0.0002576,0.0002576
90,665.708,0.70447,0.29891,0.00237,0.96488,0.95345,0.98785,0.8224,0.77089,0.27191,0.00464,0.0002378,0.0002378,0.0002378
91,673.475,0.64065,0.25241,0.00259,0.95595,0.94491,0.98333,0.80595,0.77775,0.29203,0.00452,0.000218,0.000218,0.000218
92,680.579,0.64202,0.25542,0.00246,0.93696,0.95955,0.98445,0.81214,0.81125,0.29785,0.00484,0.0001982,0.0001982,0.0001982
93,687.666,0.62782,0.23043,0.00243,0.96188,0.95045,0.98512,0.81585,0.79635,0.28353,0.00467,0.0001784,0.0001784,0.0001784
94,694.825,0.60647,0.22811,0.00236,0.95921,0.95326,0.98555,0.81426,0.7841,0.28867,0.00456,0.0001586,0.0001586,0.0001586
95,701.958,0.6173,0.22587,0.00241,0.95402,0.96697,0.98756,0.81738,0.78164,0.27725,0.00457,0.0001388,0.0001388,0.0001388
96,709.142,0.64331,0.23443,0.00239,0.95304,0.95646,0.98651,0.8203,0.77442,0.27555,0.00455,0.000119,0.000119,0.000119
97,716.252,0.58711,0.21538,0.00228,0.95755,0.94829,0.98571,0.82213,0.77824,0.28475,0.0046,9.92e-05,9.92e-05,9.92e-05
98,723.36,0.58526,0.21031,0.00222,0.96247,0.96259,0.98697,0.82237,0.76342,0.27857,0.00445,7.94e-05,7.94e-05,7.94e-05
99,730.439,0.61882,0.23694,0.00246,0.96548,0.95646,0.987,0.82556,0.7757,0.28169,0.00455,5.96e-05,5.96e-05,5.96e-05
100,737.607,0.57918,0.21743,0.00224,0.96199,0.96246,0.98704,0.82568,0.77594,0.27381,0.00458,3.98e-05,3.98e-05,3.98e-05
